timestamp,is_bot,loc_x,loc_y,loc_z,s_x,s_y,s_z,d_a,d_p,d_e,tar
26016,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26017,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26018,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26019,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26020,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26021,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26022,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26023,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26024,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26025,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26026,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26027,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26028,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26029,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26030,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26031,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26032,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26033,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26034,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26035,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26036,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26037,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26038,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26039,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26040,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26041,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26042,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26043,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26044,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26045,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26046,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26047,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26048,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26049,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26050,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26051,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26052,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26053,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26054,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26055,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26056,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26057,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26058,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26059,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26060,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26061,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26062,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26063,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26064,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26065,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26066,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26067,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26068,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26069,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26070,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26071,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26072,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26073,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26074,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26075,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26076,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26077,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26078,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26079,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26080,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26081,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26082,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26083,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26084,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26085,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26086,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26087,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26088,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26089,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26090,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26091,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26092,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26093,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26094,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26095,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26096,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26097,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26098,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26099,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26100,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26101,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26102,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26103,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26104,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26105,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26106,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26107,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26108,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26109,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26110,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26111,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26112,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26113,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26114,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26115,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26116,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26117,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26118,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26119,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26120,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26121,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26122,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26123,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26124,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26125,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26126,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26127,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26128,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26129,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26130,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26131,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26132,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26133,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26134,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26135,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26136,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26137,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26138,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26139,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26140,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26141,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26142,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26143,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26144,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26145,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26146,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26147,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26148,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26149,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26150,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26151,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26152,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26153,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26154,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26155,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26156,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26157,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26158,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26159,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26160,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26161,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26162,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26163,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26164,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26165,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26166,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26167,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26168,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26169,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26170,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26171,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26172,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26173,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26174,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26175,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26176,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26177,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26178,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26179,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26180,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26181,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26182,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26183,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26184,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26185,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26186,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26187,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26188,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26189,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26190,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26191,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26192,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26193,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26194,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26195,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26196,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26197,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26198,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26199,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26200,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26201,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26202,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26203,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26204,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26205,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26206,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26207,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
26208,0.0,-714.462952,528.747131,-96.378151,0.8503455678,-0.5247552499,0.0392981311,0.0691524816,527.8597228927,1444.5768517021,4.0
